"","GENERAL.APPEARANCE","MANNER.OF.SPEAKING","PHYSICAL.CONDITION","MENTAL.ALERTNESS","SELF.CONFIDENCE","ABILITY.TO.PRESENT.IDEAS","COMMUNICATION.SKILLS","CLASS_factor","CLASS_encoded.CLASS_factorEmployable","CLASS_encoded.CLASS_factorLessEmployable"
"1009",4,4,3,4,3,4,3,"LessEmployable",0,1
"1010",4,4,4,3,3,4,3,"Employable",1,0
"1011",4,4,5,4,4,4,4,"LessEmployable",0,1
"1012",5,4,4,4,4,3,3,"LessEmployable",0,1
"1013",4,4,4,4,3,4,3,"LessEmployable",0,1
"1014",4,4,4,4,4,4,4,"LessEmployable",0,1
"1015",4,5,4,4,4,4,4,"LessEmployable",0,1
"1016",5,5,4,5,5,5,5,"Employable",1,0
"1017",4,4,4,4,4,4,4,"Employable",1,0
"1018",5,4,4,4,4,4,3,"LessEmployable",0,1
"1019",5,4,4,4,4,4,3,"LessEmployable",0,1
"1020",5,5,4,4,5,4,5,"LessEmployable",0,1
"1021",5,4,4,4,4,4,3,"Employable",1,0
"1022",5,4,4,4,4,4,3,"Employable",1,0
"1023",5,5,4,4,5,4,4,"Employable",1,0
"1024",4,3,4,4,4,3,3,"Employable",1,0
"1025",5,4,3,3,3,4,4,"LessEmployable",0,1
"1026",5,5,5,5,5,5,5,"Employable",1,0
"1027",5,4,5,5,5,5,4,"Employable",1,0
"1028",5,4,5,5,5,5,4,"Employable",1,0
"1029",5,3,5,4,4,3,3,"Employable",1,0
"1030",5,4,5,5,5,4,4,"Employable",1,0
"1031",5,3,5,4,4,4,3,"LessEmployable",0,1
"1032",5,5,5,5,5,4,3,"Employable",1,0
"1033",5,5,5,5,5,5,3,"Employable",1,0
"1034",5,4,4,4,4,4,4,"LessEmployable",0,1
"1035",4,3,4,4,4,3,3,"LessEmployable",0,1
"1036",4,4,4,4,4,4,3,"LessEmployable",0,1
"1037",4,4,5,4,4,4,3,"LessEmployable",0,1
"1038",5,3,5,4,5,5,3,"Employable",1,0
"1039",5,3,3,3,3,3,2,"Employable",1,0
"1040",4,3,4,3,4,3,4,"Employable",1,0
"1041",4,3,4,4,4,3,3,"Employable",1,0
"1042",4,3,3,2,3,2,3,"Employable",1,0
"1043",5,5,5,5,5,5,4,"LessEmployable",0,1
"1044",4,3,4,3,4,3,4,"LessEmployable",0,1
"1045",3,3,4,4,4,3,3,"LessEmployable",0,1
"1046",4,3,4,4,4,3,3,"Employable",1,0
"1047",4,4,4,4,4,3,3,"Employable",1,0
"1048",4,4,5,5,4,5,5,"LessEmployable",0,1
"1049",4,5,5,5,5,4,5,"Employable",1,0
"1050",4,5,5,5,5,4,5,"Employable",1,0
"1051",4,4,3,4,4,4,4,"LessEmployable",0,1
"1052",4,3,4,4,4,3,3,"LessEmployable",0,1
"1053",4,3,4,4,3,4,4,"LessEmployable",0,1
"1054",3,3,4,4,4,4,4,"LessEmployable",0,1
"1055",5,4,4,4,5,4,5,"LessEmployable",0,1
"1056",3,3,3,3,4,3,3,"Employable",1,0
"1057",3,3,4,3,4,3,3,"Employable",1,0
"1058",3,4,3,4,3,4,3,"Employable",1,0
"1059",4,4,4,3,4,4,3,"LessEmployable",0,1
"1060",5,4,4,3,3,4,4,"LessEmployable",0,1
"1061",4,3,2,4,3,4,3,"LessEmployable",0,1
"1062",5,5,5,4,5,4,5,"LessEmployable",0,1
"1063",4,2,4,4,3,3,3,"LessEmployable",0,1
"1064",5,5,5,5,5,5,5,"LessEmployable",0,1
"1065",4,3,3,4,3,3,3,"Employable",1,0
"1066",5,4,3,3,3,3,2,"LessEmployable",0,1
"1067",5,5,5,5,5,4,5,"Employable",1,0
"1068",4,5,5,5,5,5,5,"LessEmployable",0,1
"1069",4,5,5,3,3,5,3,"LessEmployable",0,1
"1070",4,5,3,5,5,5,3,"Employable",1,0
"1071",3,5,5,3,5,5,3,"Employable",1,0
"1072",3,3,3,3,3,3,3,"Employable",1,0
"1073",4,3,4,4,4,3,3,"Employable",1,0
"1074",4,3,4,2,2,2,2,"LessEmployable",0,1
"1075",3,2,3,3,3,3,3,"LessEmployable",0,1
"1076",5,5,4,5,4,5,4,"LessEmployable",0,1
"1077",3,4,3,4,3,4,3,"Employable",1,0
"1078",4,3,3,3,3,3,3,"Employable",1,0
"1079",5,4,4,4,4,4,4,"Employable",1,0
"1080",4,4,4,4,4,4,4,"Employable",1,0
"1081",4,4,4,4,3,3,3,"LessEmployable",0,1
"1082",5,4,5,5,5,5,4,"LessEmployable",0,1
"1083",3,4,3,3,3,3,3,"LessEmployable",0,1
"1084",4,3,3,3,3,3,3,"Employable",1,0
"1085",4,5,4,4,4,4,4,"LessEmployable",0,1
"1086",5,4,4,4,4,4,4,"Employable",1,0
"1087",5,5,4,5,4,4,5,"Employable",1,0
"1088",4,4,4,4,5,5,5,"Employable",1,0
"1089",4,3,3,4,3,3,3,"LessEmployable",0,1
"1090",4,5,5,5,4,4,4,"Employable",1,0
"1091",4,4,4,3,3,4,3,"Employable",1,0
"1092",4,4,4,3,3,4,3,"Employable",1,0
"1093",4,5,4,5,5,5,5,"Employable",1,0
"1094",4,4,4,4,4,4,3,"Employable",1,0
"1095",4,3,3,3,3,3,2,"LessEmployable",0,1
"1096",3,3,3,2,3,3,3,"LessEmployable",0,1
"1097",4,4,3,3,4,4,3,"Employable",1,0
"1098",4,4,3,3,3,3,3,"Employable",1,0
"1099",4,4,4,3,3,3,3,"Employable",1,0
"1100",5,3,3,4,3,3,3,"Employable",1,0
"1101",4,4,4,4,4,4,4,"Employable",1,0
"1102",4,4,3,4,3,4,4,"Employable",1,0
"1103",5,5,5,5,5,5,4,"LessEmployable",0,1
"1104",3,4,4,4,3,4,4,"Employable",1,0
"1105",4,3,3,2,3,3,2,"LessEmployable",0,1
"1106",3,3,3,3,3,2,2,"LessEmployable",0,1
"1107",4,4,3,4,4,4,3,"LessEmployable",0,1
"1108",3,3,3,3,3,3,3,"LessEmployable",0,1
"1109",5,3,3,3,3,3,3,"LessEmployable",0,1
"1110",4,4,4,4,4,4,4,"LessEmployable",0,1
"1111",4,4,4,5,5,4,4,"LessEmployable",0,1
"1112",4,3,3,4,5,4,3,"LessEmployable",0,1
"1113",5,4,5,4,4,4,4,"Employable",1,0
"1114",5,4,4,4,4,4,4,"Employable",1,0
"1115",5,4,5,5,5,5,4,"Employable",1,0
"1116",4,3,3,3,5,3,3,"LessEmployable",0,1
"1117",5,5,5,5,5,4,4,"Employable",1,0
"1118",5,5,4,4,5,5,4,"Employable",1,0
"1119",4,4,4,4,3,3,3,"LessEmployable",0,1
"1120",5,5,5,5,5,4,4,"Employable",1,0
"1121",5,4,4,4,4,5,4,"Employable",1,0
"1122",5,5,5,5,5,5,4,"Employable",1,0
"1123",4,3,4,4,3,4,3,"LessEmployable",0,1
"1124",4,3,4,4,3,3,3,"LessEmployable",0,1
"1125",5,5,4,5,5,4,4,"LessEmployable",0,1
"1126",4,4,4,5,5,4,3,"LessEmployable",0,1
"1127",5,4,5,5,5,5,5,"Employable",1,0
"1128",5,3,3,4,5,3,3,"Employable",1,0
"1129",5,5,5,5,4,5,4,"Employable",1,0
"1130",5,5,4,5,4,5,5,"Employable",1,0
"1131",4,4,3,3,3,4,4,"LessEmployable",0,1
"1132",5,5,5,5,5,4,4,"Employable",1,0
"1133",5,5,5,5,5,4,4,"Employable",1,0
"1134",5,4,5,5,5,4,4,"Employable",1,0
"1135",5,4,5,5,5,4,4,"Employable",1,0
"1136",4,3,4,3,4,3,3,"LessEmployable",0,1
"1137",5,4,5,5,4,4,4,"LessEmployable",0,1
"1138",5,3,4,4,3,4,3,"LessEmployable",0,1
"1139",5,3,3,3,4,3,3,"LessEmployable",0,1
"1140",5,4,5,5,5,4,4,"Employable",1,0
"1141",5,5,5,5,5,4,4,"Employable",1,0
"1142",5,4,5,5,5,4,4,"Employable",1,0
"1143",5,5,5,5,5,5,4,"Employable",1,0
"1144",5,4,5,5,5,4,4,"Employable",1,0
"1145",5,5,5,5,5,5,4,"Employable",1,0
"1146",5,4,5,5,4,4,4,"Employable",1,0
"1147",5,3,4,4,4,4,3,"LessEmployable",0,1
"1148",4,4,4,4,3,4,4,"LessEmployable",0,1
"1149",5,4,5,5,5,4,4,"Employable",1,0
"1150",4,5,4,4,4,5,4,"Employable",1,0
"1151",4,3,3,3,3,3,3,"Employable",1,0
"1152",4,4,4,4,5,4,4,"LessEmployable",0,1
"1153",3,3,3,4,3,3,3,"Employable",1,0
"1154",4,4,4,3,3,3,3,"Employable",1,0
"1155",4,4,4,3,4,3,3,"LessEmployable",0,1
"1156",4,4,4,4,4,4,4,"Employable",1,0
"1157",3,3,3,4,3,3,3,"Employable",1,0
"1158",5,5,3,5,3,5,5,"Employable",1,0
"1159",4,4,4,4,4,4,4,"Employable",1,0
"1160",4,5,5,5,5,5,5,"Employable",1,0
"1161",4,4,4,4,4,4,4,"Employable",1,0
"1162",4,3,3,3,3,3,3,"Employable",1,0
"1163",3,4,3,4,3,4,3,"Employable",1,0
"1164",4,4,4,4,4,4,4,"LessEmployable",0,1
"1165",4,3,3,3,4,3,4,"LessEmployable",0,1
"1166",4,4,4,4,3,4,3,"Employable",1,0
"1167",3,4,4,4,3,4,3,"Employable",1,0
"1168",5,4,4,4,4,4,4,"Employable",1,0
"1169",4,4,4,3,3,4,4,"Employable",1,0
"1170",3,4,4,3,4,4,3,"LessEmployable",0,1
"1171",4,3,2,3,2,2,3,"Employable",1,0
"1172",4,3,4,3,4,3,3,"Employable",1,0
"1173",4,4,3,4,3,4,3,"LessEmployable",0,1
"1174",4,4,4,4,3,3,3,"Employable",1,0
"1175",5,3,3,4,3,3,3,"LessEmployable",0,1
"1176",4,3,3,3,3,3,2,"Employable",1,0
"1177",3,4,4,4,4,4,4,"Employable",1,0
"1178",4,5,4,5,4,4,4,"Employable",1,0
"1179",4,4,4,3,4,4,3,"LessEmployable",0,1
"1180",4,4,4,4,3,4,4,"Employable",1,0
"1181",5,5,5,5,5,5,4,"Employable",1,0
"1182",3,3,3,3,3,2,2,"Employable",1,0
"1183",4,4,4,4,4,4,3,"LessEmployable",0,1
"1184",4,4,4,4,4,4,4,"LessEmployable",0,1
"1185",4,3,3,3,3,3,2,"Employable",1,0
"1186",5,4,4,4,4,4,4,"Employable",1,0
"1187",3,3,3,3,3,3,3,"LessEmployable",0,1
"1188",4,3,4,3,3,3,3,"Employable",1,0
"1189",4,3,4,3,3,3,2,"Employable",1,0
"1190",2,2,3,3,3,3,3,"LessEmployable",0,1
"1191",4,4,3,4,3,4,3,"LessEmployable",0,1
"1192",4,4,4,3,3,4,3,"Employable",1,0
"1193",4,4,5,4,4,4,4,"LessEmployable",0,1
"1194",5,4,4,4,4,3,3,"LessEmployable",0,1
"1195",4,4,4,4,3,4,3,"LessEmployable",0,1
"1196",4,4,4,4,4,4,4,"LessEmployable",0,1
"1197",4,5,4,4,4,4,4,"LessEmployable",0,1
"1198",5,5,4,5,5,5,5,"Employable",1,0
"1199",4,4,4,4,4,4,4,"Employable",1,0
"1200",5,4,4,4,4,4,3,"LessEmployable",0,1
"1201",5,4,4,4,4,4,3,"LessEmployable",0,1
"1202",5,5,4,4,5,4,5,"LessEmployable",0,1
"1203",5,4,4,4,4,4,3,"Employable",1,0
"1204",5,4,4,4,4,4,3,"Employable",1,0
"1205",5,5,4,4,5,4,4,"Employable",1,0
"1206",4,3,4,4,4,3,3,"Employable",1,0
"1207",5,4,3,3,3,4,4,"LessEmployable",0,1
"1208",5,5,5,5,5,5,5,"Employable",1,0
"1209",5,4,5,5,5,5,4,"Employable",1,0
"1210",5,4,5,5,5,5,4,"Employable",1,0
"1211",5,3,5,4,4,3,3,"Employable",1,0
"1212",5,4,5,5,5,4,4,"Employable",1,0
"1213",5,3,5,4,4,4,3,"LessEmployable",0,1
"1214",5,5,5,5,5,4,3,"Employable",1,0
"1215",5,5,5,5,5,5,3,"Employable",1,0
"1216",5,4,4,4,4,4,4,"LessEmployable",0,1
"1217",4,3,4,4,4,3,3,"LessEmployable",0,1
"1218",4,4,4,4,4,4,3,"LessEmployable",0,1
"1219",4,4,5,4,4,4,3,"LessEmployable",0,1
"1220",5,3,5,4,5,5,3,"Employable",1,0
"1221",5,3,3,3,3,3,2,"Employable",1,0
"1222",4,3,4,3,4,3,4,"Employable",1,0
"1223",4,3,4,4,4,3,3,"Employable",1,0
"1224",4,3,3,2,3,2,3,"Employable",1,0
"1225",5,5,5,5,5,5,4,"LessEmployable",0,1
"1226",4,3,4,3,4,3,4,"LessEmployable",0,1
"1227",3,3,4,4,4,3,3,"LessEmployable",0,1
"1228",4,3,4,4,4,3,3,"Employable",1,0
"1229",4,4,4,4,4,3,3,"Employable",1,0
"1230",4,4,5,5,4,5,5,"LessEmployable",0,1
"1231",4,5,5,5,5,4,5,"Employable",1,0
"1232",4,5,5,5,5,4,5,"Employable",1,0
"1233",4,4,3,4,4,4,4,"LessEmployable",0,1
"1234",4,3,4,4,4,3,3,"LessEmployable",0,1
"1235",4,3,4,4,3,4,4,"LessEmployable",0,1
"1236",3,3,4,4,4,4,4,"LessEmployable",0,1
"1237",5,4,4,4,5,4,5,"LessEmployable",0,1
"1238",3,3,3,3,4,3,3,"Employable",1,0
"1239",3,3,4,3,4,3,3,"Employable",1,0
"1240",3,4,3,4,3,4,3,"Employable",1,0
"1241",4,4,4,3,4,4,3,"LessEmployable",0,1
"1242",5,4,4,3,3,4,4,"LessEmployable",0,1
"1243",4,3,2,4,3,4,3,"LessEmployable",0,1
"1244",5,5,5,4,5,4,5,"LessEmployable",0,1
"1245",4,2,4,4,3,3,3,"LessEmployable",0,1
"1246",5,5,5,5,5,5,5,"LessEmployable",0,1
"1247",4,3,3,4,3,3,3,"Employable",1,0
"1248",5,4,3,3,3,3,2,"LessEmployable",0,1
"1249",5,5,5,5,5,4,5,"Employable",1,0
"1250",4,5,5,5,5,5,5,"LessEmployable",0,1
"1251",4,5,5,3,3,5,3,"LessEmployable",0,1
"1252",4,5,3,5,5,5,3,"Employable",1,0
"1253",3,5,5,3,5,5,3,"Employable",1,0
"1254",3,3,3,3,3,3,3,"Employable",1,0
"1255",4,3,4,4,4,3,3,"Employable",1,0
"1256",4,3,4,2,2,2,2,"LessEmployable",0,1
"1257",3,2,3,3,3,3,3,"LessEmployable",0,1
"1258",5,5,4,5,4,5,4,"LessEmployable",0,1
"1259",3,4,3,4,3,4,3,"Employable",1,0
"1260",4,3,3,3,3,3,3,"Employable",1,0
"1261",5,4,4,4,4,4,4,"Employable",1,0
"1262",4,4,4,4,4,4,4,"Employable",1,0
"1263",4,4,4,4,3,3,3,"LessEmployable",0,1
"1264",5,4,5,5,5,5,4,"LessEmployable",0,1
"1265",3,4,3,3,3,3,3,"LessEmployable",0,1
"1266",4,3,3,3,3,3,3,"Employable",1,0
"1267",4,5,4,4,4,4,4,"LessEmployable",0,1
"1268",5,4,4,4,4,4,4,"Employable",1,0
"1269",5,5,4,5,4,4,5,"Employable",1,0
"1270",4,4,4,4,5,5,5,"Employable",1,0
"1271",4,3,3,4,3,3,3,"LessEmployable",0,1
"1272",4,5,5,5,4,4,4,"Employable",1,0
"1273",4,4,4,3,3,4,3,"Employable",1,0
"1274",4,4,4,3,3,4,3,"Employable",1,0
"1275",4,5,4,5,5,5,5,"Employable",1,0
"1276",4,4,4,4,4,4,3,"Employable",1,0
"1277",4,3,3,3,3,3,2,"LessEmployable",0,1
"1278",3,3,3,2,3,3,3,"LessEmployable",0,1
"1279",4,4,3,3,4,4,3,"Employable",1,0
"1280",4,4,3,3,3,3,3,"Employable",1,0
"1281",4,4,4,3,3,3,3,"Employable",1,0
"1282",5,3,3,4,3,3,3,"Employable",1,0
"1283",4,4,4,4,4,4,4,"Employable",1,0
"1284",4,4,3,4,3,4,4,"Employable",1,0
"1285",5,5,5,5,5,5,4,"LessEmployable",0,1
"1286",3,4,4,4,3,4,4,"Employable",1,0
"1287",4,3,3,2,3,3,2,"LessEmployable",0,1
"1288",3,3,3,3,3,2,2,"LessEmployable",0,1
"1289",4,4,3,4,4,4,3,"LessEmployable",0,1
"1290",3,3,3,3,3,3,3,"LessEmployable",0,1
"1291",5,3,3,3,3,3,3,"LessEmployable",0,1
"1292",4,4,4,4,4,4,4,"LessEmployable",0,1
"1293",4,4,4,5,5,4,4,"LessEmployable",0,1
"1294",4,3,3,4,5,4,3,"LessEmployable",0,1
"1295",5,4,5,4,4,4,4,"Employable",1,0
"1296",5,4,4,4,4,4,4,"Employable",1,0
"1297",5,4,5,5,5,5,4,"Employable",1,0
"1298",4,3,3,3,5,3,3,"LessEmployable",0,1
"1299",5,5,5,5,5,4,4,"Employable",1,0
"1300",5,5,4,4,5,5,4,"Employable",1,0
"1301",4,4,4,4,3,3,3,"LessEmployable",0,1
"1302",5,5,5,5,5,4,4,"Employable",1,0
"1303",5,4,4,4,4,5,4,"Employable",1,0
"1304",5,5,5,5,5,5,4,"Employable",1,0
"1305",4,3,4,4,3,4,3,"LessEmployable",0,1
"1306",4,3,4,4,3,3,3,"LessEmployable",0,1
"1307",5,5,4,5,5,4,4,"LessEmployable",0,1
"1308",4,4,4,5,5,4,3,"LessEmployable",0,1
"1309",5,4,5,5,5,5,5,"Employable",1,0
"1310",5,3,3,4,5,3,3,"Employable",1,0
"1311",5,5,5,5,4,5,4,"Employable",1,0
"1312",5,5,4,5,4,5,5,"Employable",1,0
"1313",4,4,3,3,3,4,4,"LessEmployable",0,1
"1314",5,5,5,5,5,4,4,"Employable",1,0
"1315",5,5,5,5,5,4,4,"Employable",1,0
"1316",5,4,5,5,5,4,4,"Employable",1,0
"1317",5,4,5,5,5,4,4,"Employable",1,0
"1318",4,3,4,3,4,3,3,"LessEmployable",0,1
"1319",5,4,5,5,4,4,4,"LessEmployable",0,1
"1320",5,3,4,4,3,4,3,"LessEmployable",0,1
"1321",5,3,3,3,4,3,3,"LessEmployable",0,1
"1322",5,4,5,5,5,4,4,"Employable",1,0
"1323",5,5,5,5,5,4,4,"Employable",1,0
"1324",5,4,5,5,5,4,4,"Employable",1,0
"1325",5,5,5,5,5,5,4,"Employable",1,0
"1326",5,4,5,5,5,4,4,"Employable",1,0
"1327",5,5,5,5,5,5,4,"Employable",1,0
"1328",5,4,5,5,4,4,4,"Employable",1,0
"1329",5,3,4,4,4,4,3,"LessEmployable",0,1
"1330",4,4,4,4,3,4,4,"LessEmployable",0,1
"1331",5,4,5,5,5,4,4,"Employable",1,0
"1332",4,5,4,4,4,5,4,"Employable",1,0
"1333",4,3,3,3,3,3,3,"Employable",1,0
"1334",4,4,4,4,5,4,4,"LessEmployable",0,1
"1335",3,3,3,4,3,3,3,"Employable",1,0
"1336",4,4,4,3,3,3,3,"Employable",1,0
"1337",4,4,4,3,4,3,3,"LessEmployable",0,1
"1338",4,4,4,4,4,4,4,"Employable",1,0
"1339",3,3,3,4,3,3,3,"Employable",1,0
"1340",5,5,3,5,3,5,5,"Employable",1,0
"1341",4,4,4,4,4,4,4,"Employable",1,0
"1342",4,5,5,5,5,5,5,"Employable",1,0
"1343",4,4,4,4,4,4,4,"Employable",1,0
"1344",4,3,3,3,3,3,3,"Employable",1,0
"1345",3,4,3,4,3,4,3,"Employable",1,0
"1346",4,4,4,4,4,4,4,"LessEmployable",0,1
"1347",4,3,3,3,4,3,4,"LessEmployable",0,1
"1348",4,4,4,4,3,4,3,"Employable",1,0
"1349",3,4,4,4,3,4,3,"Employable",1,0
"1350",5,4,4,4,4,4,4,"Employable",1,0
"1351",4,4,4,3,3,4,4,"Employable",1,0
"1352",3,4,4,3,4,4,3,"LessEmployable",0,1
"1353",4,3,2,3,2,2,3,"Employable",1,0
"1354",4,3,4,3,4,3,3,"Employable",1,0
"1355",4,4,3,4,3,4,3,"LessEmployable",0,1
"1356",4,4,4,4,3,3,3,"Employable",1,0
"1357",5,3,3,4,3,3,3,"LessEmployable",0,1
"1358",4,3,3,3,3,3,2,"Employable",1,0
"1359",3,4,4,4,4,4,4,"Employable",1,0
"1360",4,5,4,5,4,4,4,"Employable",1,0
"1361",4,4,4,3,4,4,3,"LessEmployable",0,1
"1362",4,4,4,4,3,4,4,"Employable",1,0
"1363",5,5,5,5,5,5,4,"Employable",1,0
"1364",3,3,3,3,3,2,2,"Employable",1,0
"1365",4,4,4,4,4,4,3,"LessEmployable",0,1
"1366",4,4,4,4,4,4,4,"LessEmployable",0,1
"1367",4,3,3,3,3,3,2,"Employable",1,0
"1368",5,4,4,4,4,4,4,"Employable",1,0
"1369",3,3,3,3,3,3,3,"LessEmployable",0,1
"1370",4,3,4,3,3,3,3,"Employable",1,0
"1371",4,3,4,3,3,3,2,"Employable",1,0
"1372",2,2,3,3,3,3,3,"LessEmployable",0,1
"1373",4,4,3,4,3,4,3,"LessEmployable",0,1
"1374",4,4,4,3,3,4,3,"Employable",1,0
"1375",4,4,5,4,4,4,4,"LessEmployable",0,1
"1376",5,4,4,4,4,3,3,"LessEmployable",0,1
"1377",4,4,4,4,3,4,3,"LessEmployable",0,1
"1378",4,4,4,4,4,4,4,"LessEmployable",0,1
"1379",4,5,4,4,4,4,4,"LessEmployable",0,1
"1380",5,5,4,5,5,5,5,"Employable",1,0
"1381",4,4,4,4,4,4,4,"Employable",1,0
"1382",5,4,4,4,4,4,3,"LessEmployable",0,1
"1383",5,4,4,4,4,4,3,"LessEmployable",0,1
"1384",5,5,4,4,5,4,5,"LessEmployable",0,1
"1385",5,4,4,4,4,4,3,"Employable",1,0
"1386",5,4,4,4,4,4,3,"Employable",1,0
"1387",5,5,4,4,5,4,4,"Employable",1,0
"1388",4,3,4,4,4,3,3,"Employable",1,0
"1389",5,4,3,3,3,4,4,"LessEmployable",0,1
"1390",5,5,5,5,5,5,5,"Employable",1,0
"1391",5,4,5,5,5,5,4,"Employable",1,0
"1392",5,4,5,5,5,5,4,"Employable",1,0
"1393",5,3,5,4,4,3,3,"Employable",1,0
"1394",5,4,5,5,5,4,4,"Employable",1,0
"1395",5,3,5,4,4,4,3,"LessEmployable",0,1
"1396",5,5,5,5,5,4,3,"Employable",1,0
"1397",5,5,5,5,5,5,3,"Employable",1,0
"1398",5,4,4,4,4,4,4,"LessEmployable",0,1
"1399",4,3,4,4,4,3,3,"LessEmployable",0,1
"1400",4,4,4,4,4,4,3,"LessEmployable",0,1
"1401",4,4,5,4,4,4,3,"LessEmployable",0,1
"1402",5,3,5,4,5,5,3,"Employable",1,0
"1403",5,3,3,3,3,3,2,"Employable",1,0
"1404",4,3,4,3,4,3,4,"Employable",1,0
"1405",4,3,4,4,4,3,3,"Employable",1,0
"1406",4,3,3,2,3,2,3,"Employable",1,0
"1407",5,5,5,5,5,5,4,"LessEmployable",0,1
"1408",4,3,4,3,4,3,4,"LessEmployable",0,1
"1409",3,3,4,4,4,3,3,"LessEmployable",0,1
"1410",4,3,4,4,4,3,3,"Employable",1,0
"1411",4,4,4,4,4,3,3,"Employable",1,0
"1412",4,4,5,5,4,5,5,"LessEmployable",0,1
"1413",4,5,5,5,5,4,5,"Employable",1,0
"1414",4,5,5,5,5,4,5,"Employable",1,0
"1415",4,4,3,4,4,4,4,"LessEmployable",0,1
"1416",4,3,4,4,4,3,3,"LessEmployable",0,1
"1417",4,3,4,4,3,4,4,"LessEmployable",0,1
"1418",3,3,4,4,4,4,4,"LessEmployable",0,1
"1419",5,4,4,4,5,4,5,"LessEmployable",0,1
"1420",3,3,3,3,4,3,3,"Employable",1,0
"1421",3,3,4,3,4,3,3,"Employable",1,0
"1422",3,4,3,4,3,4,3,"Employable",1,0
"1423",4,4,4,3,4,4,3,"LessEmployable",0,1
"1424",5,4,4,3,3,4,4,"LessEmployable",0,1
"1425",4,3,2,4,3,4,3,"LessEmployable",0,1
"1426",5,5,5,4,5,4,5,"LessEmployable",0,1
"1427",4,2,4,4,3,3,3,"LessEmployable",0,1
"1428",5,5,5,5,5,5,5,"LessEmployable",0,1
"1429",4,3,3,4,3,3,3,"Employable",1,0
"1430",5,4,3,3,3,3,2,"LessEmployable",0,1
"1431",5,5,5,5,5,4,5,"Employable",1,0
"1432",4,5,5,5,5,5,5,"LessEmployable",0,1
"1433",4,5,5,3,3,5,3,"LessEmployable",0,1
"1434",4,5,3,5,5,5,3,"Employable",1,0
"1435",3,5,5,3,5,5,3,"Employable",1,0
"1436",3,3,3,3,3,3,3,"Employable",1,0
"1437",4,3,4,4,4,3,3,"Employable",1,0
"1438",4,3,4,2,2,2,2,"LessEmployable",0,1
"1439",3,2,3,3,3,3,3,"LessEmployable",0,1
"1440",5,5,4,5,4,5,4,"LessEmployable",0,1
"1441",3,4,3,4,3,4,3,"Employable",1,0
"1442",4,3,3,3,3,3,3,"Employable",1,0
"1443",5,4,4,4,4,4,4,"Employable",1,0
"1444",4,4,4,4,4,4,4,"Employable",1,0
"1445",4,4,4,4,3,3,3,"LessEmployable",0,1
"1446",5,4,5,5,5,5,4,"LessEmployable",0,1
"1447",3,4,3,3,3,3,3,"LessEmployable",0,1
"1448",4,3,3,3,3,3,3,"Employable",1,0
"1449",4,5,4,4,4,4,4,"LessEmployable",0,1
"1450",5,4,4,4,4,4,4,"Employable",1,0
"1451",5,5,4,5,4,4,5,"Employable",1,0
"1452",4,4,4,4,5,5,5,"Employable",1,0
"1453",4,3,3,4,3,3,3,"LessEmployable",0,1
"1454",4,5,5,5,4,4,4,"Employable",1,0
"1455",4,4,4,3,3,4,3,"Employable",1,0
"1456",4,4,4,3,3,4,3,"Employable",1,0
"1457",4,5,4,5,5,5,5,"Employable",1,0
"1458",4,4,4,4,4,4,3,"Employable",1,0
"1459",4,3,3,3,3,3,2,"LessEmployable",0,1
"1460",3,3,3,2,3,3,3,"LessEmployable",0,1
"1461",4,4,3,3,4,4,3,"Employable",1,0
"1462",4,4,3,3,3,3,3,"Employable",1,0
"1463",4,4,4,3,3,3,3,"Employable",1,0
"1464",5,3,3,4,3,3,3,"Employable",1,0
"1465",4,4,4,4,4,4,4,"Employable",1,0
"1466",4,4,3,4,3,4,4,"Employable",1,0
"1467",5,5,5,5,5,5,4,"LessEmployable",0,1
"1468",3,4,4,4,3,4,4,"Employable",1,0
"1469",4,3,3,2,3,3,2,"LessEmployable",0,1
"1470",3,3,3,3,3,2,2,"LessEmployable",0,1
"1471",4,4,3,4,4,4,3,"LessEmployable",0,1
"1472",3,3,3,3,3,3,3,"LessEmployable",0,1
"1473",5,3,3,3,3,3,3,"LessEmployable",0,1
"1474",4,4,4,4,4,4,4,"LessEmployable",0,1
"1475",4,4,4,5,5,4,4,"LessEmployable",0,1
"1476",4,3,3,4,5,4,3,"LessEmployable",0,1
"1477",5,4,5,4,4,4,4,"Employable",1,0
"1478",5,4,4,4,4,4,4,"Employable",1,0
"1479",5,4,5,5,5,5,4,"Employable",1,0
"1480",4,3,3,3,5,3,3,"LessEmployable",0,1
"1481",5,5,5,5,5,4,4,"Employable",1,0
"1482",5,5,4,4,5,5,4,"Employable",1,0
"1483",4,4,4,4,3,3,3,"LessEmployable",0,1
"1484",5,5,5,5,5,4,4,"Employable",1,0
"1485",5,4,4,4,4,5,4,"Employable",1,0
"1486",5,5,5,5,5,5,4,"Employable",1,0
"1487",4,3,4,4,3,4,3,"LessEmployable",0,1
"1488",4,3,4,4,3,3,3,"LessEmployable",0,1
"1489",5,5,4,5,5,4,4,"LessEmployable",0,1
"1490",4,4,4,5,5,4,3,"LessEmployable",0,1
"1491",5,4,5,5,5,5,5,"Employable",1,0
"1492",5,3,3,4,5,3,3,"Employable",1,0
"1493",5,5,5,5,4,5,4,"Employable",1,0
"1494",5,5,4,5,4,5,5,"Employable",1,0
"1495",4,4,3,3,3,4,4,"LessEmployable",0,1
"1496",5,5,5,5,5,4,4,"Employable",1,0
